battleneturl,max_t_value,action_per_sec,played_protoss,played_terran,played_zerg,actions_before_t5,actions_before_t10,actions_before_t30,max_actions_between_t,min_actions_between_t,total_creation_hotkeys_count_per_sec,creation_hotkey_1,creation_hotkey_2,creation_hotkey_3,creation_hotkey_4,creation_hotkey_5,creation_hotkey_6,creation_hotkey_7,creation_hotkey_8,creation_hotkey_9,creation_hotkey_0,total_update_hotkeys_count_per_sec,update_hotkey_1,update_hotkey_2,update_hotkey_3,update_hotkey_4,update_hotkey_5,update_hotkey_6,update_hotkey_7,update_hotkey_8,update_hotkey_9,update_hotkey_0,total_use_hotkeys_count_per_sec,use_hotkey_1,use_hotkey_2,use_hotkey_3,use_hotkey_4,use_hotkey_5,use_hotkey_6,use_hotkey_7,use_hotkey_8,use_hotkey_9,use_hotkey_0,s_per_sec,base_per_sec,mineral_per_sec
http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/,1175.0,2.022127659574468,1,0,0,3,10,36,20,0,0.09617021276595744,0.05787234042553192,0.02553191489361702,0.000851063829787234,0.002553191489361702,0.005957446808510639,0.001702127659574468,0.001702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.235744680851064,0.38978723404255317,0.14468085106382977,0.05361702127659575,0.45191489361702125,0.10808510638297872,0.07914893617021276,0.00851063829787234,0.0,0.0,0.0,0.4851063829787234,0.005106382978723404,0.0
http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/,1175.0,2.6008510638297873,0,1,0,3,32,80,40,0,0.022127659574468085,0.006808510638297872,0.005106382978723404,0.000851063829787234,0.005106382978723404,0.000851063829787234,0.0,0.0,0.0,0.000851063829787234,0.002553191489361702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6536170212765957,0.35914893617021276,0.022127659574468085,0.6314893617021277,0.3097872340425532,0.2127659574468085,0.0,0.0,0.0,0.07829787234042553,0.04,0.723404255319149,0.001702127659574468,0.0
http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/,890.0,2.0764044943820226,1,0,0,3,6,53,22,1,0.07752808988764046,0.0449438202247191,0.02247191011235955,0.0011235955056179776,0.0022471910112359553,0.0033707865168539327,0.0022471910112359553,0.0011235955056179776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2988764044943821,0.3471910112359551,0.24044943820224718,0.02696629213483146,0.5438202247191011,0.07528089887640449,0.05056179775280899,0.014606741573033709,0.0,0.0,0.0,0.4910112359550562,0.007865168539325843,0.0011235955056179776
http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/,895.0,2.8502793296089384,0,1,0,3,32,80,38,0,0.03687150837988827,0.0111731843575419,0.01564245810055866,0.0011173184357541898,0.004469273743016759,0.0011173184357541898,0.0,0.0,0.0,0.0011173184357541898,0.0022346368715083797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95195530726257,0.3318435754189944,0.1553072625698324,0.6256983240223464,0.49162011173184356,0.24581005586592178,0.0,0.0,0.0,0.06480446927374302,0.03687150837988827,0.6614525139664804,0.0,0.0
http://eu.battle.net/sc2/en/profile/3538115/1/Golden/,605.0,3.5107438016528927,0,0,1,14,53,121,43,0,0.0743801652892562,0.047933884297520664,0.0049586776859504135,0.0049586776859504135,0.0,0.0,0.003305785123966942,0.0,0.0,0.0049586776859504135,0.008264462809917356,0.01487603305785124,0.01487603305785124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48099173553719,0.4,0.05785123966942149,0.001652892561983471,0.0,0.0,1.0512396694214876,0.0,0.0,0.03471074380165289,0.9355371900826446,0.7090909090909091,0.03140495867768595,0.0
http://eu.battle.net/sc2/en/profile/250458/1/VortiX/,605.0,2.0082644628099175,0,0,1,9,10,49,27,0,0.0628099173553719,0.03966942148760331,0.01487603305785124,0.006611570247933884,0.001652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.04132231404958678,0.03140495867768595,0.008264462809917356,0.0,0.001652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.9636363636363636,0.23636363636363636,0.29256198347107437,0.006611570247933884,0.428099173553719,0.0,0.0,0.0,0.0,0.0,0.0,0.7322314049586777,0.008264462809917356,0.0
http://eu.battle.net/sc2/en/profile/3538115/1/Golden/,590.0,3.9559322033898305,0,0,1,13,50,151,40,4,0.07288135593220339,0.01864406779661017,0.020338983050847456,0.003389830508474576,0.0,0.0,0.010169491525423728,0.0,0.0,0.005084745762711864,0.015254237288135594,0.013559322033898305,0.013559322033898305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8983050847457625,0.5847457627118644,0.28983050847457625,0.001694915254237288,0.0,0.0,1.0694915254237287,0.0,0.0,0.06949152542372881,0.8830508474576271,0.7237288135593221,0.04745762711864407,0.0
http://eu.battle.net/sc2/en/profile/250458/1/VortiX/,590.0,1.8864406779661016,0,0,1,8,9,61,26,0,0.04915254237288136,0.03220338983050847,0.011864406779661017,0.001694915254237288,0.003389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.03559322033898305,0.03220338983050847,0.003389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9440677966101695,0.3288135593220339,0.18305084745762712,0.006779661016949152,0.42542372881355933,0.0,0.0,0.0,0.0,0.0,0.0,0.6457627118644068,0.011864406779661017,0.0
http://eu.battle.net/sc2/en/profile/3538115/1/Golden/,1170.0,3.8324786324786326,0,0,1,12,32,85,35,2,0.05982905982905983,0.02735042735042735,0.008547008547008548,0.0017094017094017094,0.0,0.0,0.002564102564102564,0.002564102564102564,0.0,0.005128205128205128,0.011965811965811967,0.04188034188034188,0.041025641025641026,0.0,0.0,0.0,0.0,0.0008547008547008547,0.0,0.0,0.0,0.0,2.4752136752136753,0.541025641025641,0.07521367521367521,0.005128205128205128,0.0,0.0,1.0034188034188034,0.010256410256410256,0.0,0.026495726495726495,0.8136752136752137,1.0452991452991454,0.010256410256410256,0.0
http://eu.battle.net/sc2/en/profile/250458/1/VortiX/,1170.0,2.376068376068376,0,0,1,8,9,53,27,0,0.05042735042735043,0.03162393162393162,0.007692307692307693,0.0008547008547008547,0.007692307692307693,0.002564102564102564,0.0,0.0,0.0,0.0,0.0,0.07606837606837606,0.07435897435897436,0.0017094017094017094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9205128205128205,0.28205128205128205,0.16324786324786325,0.03162393162393162,0.4324786324786325,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,1.1153846153846154,0.013675213675213675,0.0
http://eu.battle.net/sc2/en/profile/250458/1/VortiX/,880.0,2.3431818181818183,0,0,1,7,8,55,24,0,0.031818181818181815,0.014772727272727272,0.005681818181818182,0.005681818181818182,0.003409090909090909,0.0022727272727272726,0.0,0.0,0.0,0.0,0.0,0.060227272727272727,0.05909090909090909,0.0,0.0,0.0011363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,1.0352272727272727,0.21136363636363636,0.2125,0.03068181818181818,0.5602272727272727,0.020454545454545454,0.0,0.0,0.0,0.0,0.0,1.0011363636363637,0.014772727272727272,0.0
http://eu.battle.net/sc2/en/profile/3538115/1/Golden/,1130.0,4.020353982300885,0,0,1,9,33,112,41,1,0.05132743362831858,0.020353982300884955,0.007079646017699115,0.0017699115044247787,0.0,0.0,0.008849557522123894,0.0008849557522123894,0.0,0.005309734513274336,0.007079646017699115,0.03274336283185841,0.03185840707964602,0.0,0.0,0.0,0.0,0.0008849557522123894,0.0,0.0,0.0,0.0,2.6539823008849557,0.511504424778761,0.048672566371681415,0.0008849557522123894,0.0,0.0,1.1238938053097345,0.005309734513274336,0.0,0.02831858407079646,0.9353982300884955,1.0663716814159292,0.01592920353982301,0.0
http://eu.battle.net/sc2/en/profile/250458/1/VortiX/,1125.0,2.3484444444444446,0,0,1,8,9,48,24,0,0.04711111111111111,0.021333333333333333,0.014222222222222223,0.006222222222222222,0.0035555555555555557,0.0017777777777777779,0.0,0.0,0.0,0.0,0.0,0.06933333333333333,0.06844444444444445,0.0008888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9546666666666667,0.28444444444444444,0.16444444444444445,0.025777777777777778,0.4631111111111111,0.016888888888888887,0.0,0.0,0.0,0.0,0.0,1.0622222222222222,0.015111111111111112,0.0
http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/,1655.0,2.9099697885196374,1,0,0,14,28,89,27,2,0.10392749244712991,0.0036253776435045317,0.054380664652567974,0.03927492447129909,0.0012084592145015106,0.0006042296072507553,0.0006042296072507553,0.0018126888217522659,0.0018126888217522659,0.0,0.0006042296072507553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1540785498489425,0.38912386706948643,0.4453172205438066,0.2537764350453172,0.14984894259818732,0.0,0.8229607250755288,0.03202416918429003,0.014501510574018127,0.0,0.04652567975830816,0.44108761329305135,0.01027190332326284,0.0006042296072507553
http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/,1650.0,3.158181818181818,1,0,0,5,6,13,40,0,0.06787878787878789,0.03939393939393939,0.013939393939393939,0.0030303030303030303,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182,0.0006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2163636363636363,0.4533333333333333,0.6678787878787878,0.5393939393939394,0.4987878787878788,0.0,0.0,0.0,0.0,0.038181818181818185,0.018787878787878787,0.6066666666666667,0.06727272727272728,0.0
http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/,1200.0,2.9466666666666668,1,0,0,15,26,82,25,2,0.0925,0.006666666666666667,0.04083333333333333,0.03666666666666667,0.0016666666666666668,0.0,0.0008333333333333334,0.0025,0.0016666666666666668,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2016666666666667,0.3375,0.4,0.27666666666666667,0.16333333333333333,0.0,0.9275,0.023333333333333334,0.0225,0.0,0.050833333333333335,0.445,0.0075,0.0
http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/,1200.0,3.109166666666667,1,0,0,5,7,15,47,0,0.051666666666666666,0.0325,0.004166666666666667,0.0033333333333333335,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,0.0025,0.0008333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.191666666666667,0.5075,0.56,0.9408333333333333,0.125,0.0,0.0,0.0,0.0,0.0375,0.020833333333333332,0.5725,0.09166666666666666,0.0016666666666666668
http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/,1030.0,3.378640776699029,1,0,0,9,25,82,28,3,0.0970873786407767,0.005825242718446602,0.040776699029126215,0.040776699029126215,0.002912621359223301,0.0,0.000970873786407767,0.002912621359223301,0.001941747572815534,0.0,0.000970873786407767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.622330097087379,0.4825242718446602,0.458252427184466,0.2922330097087379,0.1679611650485437,0.0,1.1262135922330097,0.03203883495145631,0.011650485436893204,0.0,0.05145631067961165,0.4475728155339806,0.010679611650485437,0.000970873786407767
http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/,1030.0,3.5174757281553397,1,0,0,5,6,16,41,0,0.05631067961165048,0.031067961165048542,0.008737864077669903,0.003883495145631068,0.001941747572815534,0.001941747572815534,0.001941747572815534,0.001941747572815534,0.001941747572815534,0.001941747572815534,0.000970873786407767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4854368932038833,0.41650485436893203,0.8398058252427184,1.0388349514563107,0.11359223300970873,0.0,0.0,0.0,0.0,0.03495145631067961,0.04174757281553398,0.6883495145631068,0.08737864077669903,0.0
http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/,620.0,3.096774193548387,1,0,0,15,16,82,25,0,0.12258064516129032,0.004838709677419355,0.02903225806451613,0.06774193548387097,0.0032258064516129032,0.0,0.0064516129032258064,0.0032258064516129032,0.0064516129032258064,0.0,0.0016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.253225806451613,0.40483870967741936,0.45645161290322583,0.18225806451612903,0.0032258064516129032,0.0,1.164516129032258,0.0016129032258064516,0.020967741935483872,0.0,0.01935483870967742,0.5064516129032258,0.01129032258064516,0.0032258064516129032
http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/,625.0,3.1216,1,0,0,4,5,67,36,0,0.0528,0.0288,0.0064,0.0064,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2368,0.6432,0.3328,1.1568,0.0,0.0,0.0,0.0,0.0,0.0128,0.0912,0.5728,0.0592,0.0
http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/,990.0,1.402020202020202,1,0,0,6,13,39,15,0,0.045454545454545456,0.020202020202020204,0.014141414141414142,0.006060606060606061,0.00202020202020202,0.0,0.0,0.0,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802020202020202,0.20909090909090908,0.09595959595959595,0.23535353535353534,0.20909090909090908,0.0,0.0,0.0,0.026262626262626262,0.00202020202020202,0.024242424242424242,0.3484848484848485,0.006060606060606061,0.0
http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/,640.0,1.590625,1,0,0,9,24,75,16,1,0.0359375,0.0171875,0.0078125,0.0046875,0.003125,0.0,0.0,0.0,0.0,0.0015625,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9734375,0.2453125,0.0953125,0.296875,0.2984375,0.0,0.0,0.0,0.0,0.0,0.0375,0.3703125,0.0109375,0.0
http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/,640.0,2.653125,0,1,0,20,44,64,42,1,0.05,0.021875,0.015625,0.0015625,0.0046875,0.0015625,0.0,0.0,0.0,0.0015625,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778125,0.40625,0.1640625,0.609375,0.4546875,0.1,0.0,0.0,0.0,0.028125,0.015625,0.6234375,0.0,0.0015625
http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/,805.0,1.5229813664596272,1,0,0,8,18,42,14,0,0.04720496894409938,0.02857142857142857,0.009937888198757764,0.0037267080745341614,0.002484472049689441,0.0,0.0,0.0,0.0012422360248447205,0.0,0.0012422360248447205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9329192546583851,0.28322981366459626,0.06583850931677018,0.2956521739130435,0.22236024844720498,0.0,0.0,0.0,0.02236024844720497,0.0,0.043478260869565216,0.33664596273291925,0.006211180124223602,0.0
http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/,805.0,2.822360248447205,0,1,0,7,24,104,39,0,0.034782608695652174,0.02111801242236025,0.006211180124223602,0.0012422360248447205,0.0037267080745341614,0.0012422360248447205,0.0,0.0,0.0,0.0,0.0012422360248447205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8857142857142857,0.3838509316770186,0.07577639751552795,0.7540372670807454,0.43975155279503103,0.23229813664596274,0.0,0.0,0.0,0.0,0.0,0.7018633540372671,0.0,0.0
http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/,865.0,1.676300578034682,1,0,0,9,15,36,19,0,0.047398843930635835,0.027745664739884393,0.006936416184971098,0.004624277456647399,0.003468208092485549,0.0,0.0,0.0,0.0011560693641618498,0.0023121387283236996,0.0011560693641618498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9132947976878613,0.21040462427745665,0.11676300578034682,0.28670520231213875,0.2543352601156069,0.0,0.0,0.0,0.0,0.015028901734104046,0.03005780346820809,0.4578034682080925,0.057803468208092484,0.0
http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/,865.0,2.7988439306358384,0,1,0,3,28,88,41,0,0.03236994219653179,0.011560693641618497,0.009248554913294798,0.0011560693641618498,0.004624277456647399,0.0011560693641618498,0.0,0.0,0.0,0.0011560693641618498,0.003468208092485549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9052023121387283,0.42427745664739885,0.04508670520231214,0.7884393063583816,0.38497109826589593,0.1375722543352601,0.0,0.0,0.0,0.07630057803468208,0.048554913294797684,0.6589595375722543,0.0011560693641618498,0.0011560693641618498
http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/,1080.0,2.789814814814815,1,0,0,11,21,73,28,1,0.08796296296296297,0.005555555555555556,0.03148148148148148,0.03981481481481482,0.001851851851851852,0.0,0.000925925925925926,0.002777777777777778,0.001851851851851852,0.0,0.003703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194444444444444,0.25555555555555554,0.4444444444444444,0.17592592592592593,0.21666666666666667,0.0,0.8287037037037037,0.044444444444444446,0.006481481481481481,0.0,0.04722222222222222,0.46574074074074073,0.016666666666666666,0.0
http://eu.battle.net/sc2/en/profile/3538115/1/Golden/,1075.0,3.5916279069767443,0,0,1,10,31,107,34,0,0.052093023255813956,0.01581395348837209,0.013023255813953489,0.0037209302325581397,0.0,0.0,0.0027906976744186047,0.0009302325581395349,0.0,0.005581395348837209,0.010232558139534883,0.035348837209302326,0.03441860465116279,0.0,0.0,0.0,0.0,0.0009302325581395349,0.0,0.0,0.0,0.0,2.3386046511627905,0.5106976744186047,0.14232558139534884,0.009302325581395349,0.0,0.0,0.8706976744186047,0.008372093023255815,0.0,0.026976744186046512,0.7702325581395348,0.9451162790697675,0.020465116279069766,0.0
http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/,1050.0,2.9771428571428573,1,0,0,13,28,79,28,3,0.0980952380952381,0.004761904761904762,0.035238095238095235,0.047619047619047616,0.0019047619047619048,0.0,0.0009523809523809524,0.002857142857142857,0.0019047619047619048,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.238095238095238,0.20857142857142857,0.5580952380952381,0.3619047619047619,0.19523809523809524,0.0,0.8057142857142857,0.04380952380952381,0.015238095238095238,0.0,0.049523809523809526,0.4228571428571429,0.017142857142857144,0.0009523809523809524
http://eu.battle.net/sc2/en/profile/3538115/1/Golden/,1050.0,3.683809523809524,0,0,1,11,30,67,33,0,0.05904761904761905,0.02095238095238095,0.010476190476190476,0.002857142857142857,0.0,0.0,0.004761904761904762,0.0019047619047619048,0.0,0.008571428571428572,0.009523809523809525,0.04285714285714286,0.029523809523809525,0.011428571428571429,0.0,0.0,0.0,0.0019047619047619048,0.0,0.0,0.0,0.0,2.315238095238095,0.5361904761904762,0.20761904761904762,0.007619047619047619,0.0,0.0,0.8238095238095238,0.004761904761904762,0.0,0.01619047619047619,0.719047619047619,1.0457142857142858,0.01904761904761905,0.0019047619047619048
http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/,1335.0,2.8157303370786515,1,0,0,15,30,95,27,1,0.11385767790262172,0.003745318352059925,0.04719101123595506,0.05468164794007491,0.00149812734082397,0.0,0.000749063670411985,0.00149812734082397,0.0022471910112359553,0.0,0.0022471910112359553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0254681647940074,0.30187265917602996,0.5243445692883895,0.19850187265917604,0.14232209737827714,0.0,0.7573033707865169,0.02846441947565543,0.052434456928838954,0.0,0.020224719101123594,0.46292134831460674,0.01348314606741573,0.0
http://eu.battle.net/sc2/en/profile/3538115/1/Golden/,1335.0,4.009737827715356,0,0,1,5,28,108,41,3,0.06741573033707865,0.029213483146067417,0.0149812734082397,0.00299625468164794,0.0,0.0,0.00599250936329588,0.000749063670411985,0.0,0.0052434456928838954,0.008239700374531835,0.062172284644194754,0.039700374531835204,0.02247191011235955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48689138576779,0.6816479400749064,0.27565543071161047,0.00749063670411985,0.0,0.0,0.8149812734082397,0.0,0.0,0.018726591760299626,0.6883895131086142,1.1820224719101124,0.011235955056179775,0.0
